Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
West Hingham HM,1,,42.2385,-70.90158,Gambrel Cottage,267 South St,,Daniel Hobart,Hobart,"962,200",1890,2859,0,"Born on 19 Mar 1757 in Hingham, MA. Daniel died in Hingham, MA, on 15 Apr 1795; he was 38. On 4 Nov 1779 when Daniel was 22, he married Joanna Lincoln, daughter of Capt. Samuel Lincoln (14 Feb 1714/5-10 Dec 1785) & Mary Bates (ca 1723-3 Jul 1763), in Hingham, MA.<br/><br/>Born on 22 Aug 1756 in Hingham, MA. Joanna died in Hingham, MA, on 7 Sep 1828; she was 72.",https://www.redfin.com/MA/Hingham/267-South-St-02043/home/16363844
North End,1,,42.3639,-71.05549,,99 Salem St,,North End Sushi,,,,,,"<div style=""text-align:left;"">North End Fish Market provides affordable price and high quality fresh sushi in the heart of Boston's Little Italy. North End Fish Market offers a full sushi menu including maki rolls, an array of chef special rolls, sashimi & nigiri, party platters as well as edamame, shumai and dumplings. Come visit us for a takeout sushi meal in a our warm, friendly environment.</div>",http://www.northendfishboston.com/
North End,1,,42.3635,-71.05435,,151 Richmond St,,Salumeria Italiano,,,,,,"<div style=""text-align:left;""><strong>Buon Giorno!</strong><br/><br/>Welcome to <strong>Salumeria Italiana</strong>, home of the finest foods from Italy and all of the Mediterranean. Our store opened almost 50 years ago in Boston's North End because an Italian mother wanted to feed her baby son the wonderful foods she knew from her homeland. That baby was Gaetano Martignetti, the owner and son of founders Erminio and Vanda Martignetti. For more than four decades, Salumeria Italiana has stocked the best in olive oils, vinegars, pastas, and other specialty products. Our customers know that everything we sell has been taste-tested by our knowledgeable staff and by regulars who shop here every week.  Local residents, visitors from the suburbs, tourists from across the world, professional chefs, and enthusiastic home cooks  - all of them rely on us for quality, freshness, and authenticity.<br/><br/>You don't have to come into Boston to shop with us. Salumeria Italiana's website allows you to browse through our store, select just what you want, and quickly and easily place an order. All orders are packed with extra care and pride to make sure the products get to you as safely and as quickly as possible. If you do come to the North End, stop by and say hello. We are on the Freedom Trail, around the corner from the Paul Revere House. Our retail store is open Monday-Saturday, 9 A.M.-5 P.M., and closed on Sundays.<br/><br/>The staff of Salumeria Italiana.</div>",http://salumeriaitaliana.com/
North End,1,,42.3637,-71.05425,,289 Hanover St,,Galleria Umberto,,,,,,"<div style=""text-align:left;"">Cash-only longtimer with a counter selling Sicilian-style pizza & Italian eats until they sell out.</div>",
Downtown Boston,1,,42.3616,-71.05712,,45 Union St,,Bell in Hand,,,,,,"<div style=""text-align:left;"">There aren’t many historical sites where you can get a great meal and a cold beer. You could be in one of them! The Tavern has been around since 1795. A gathering place for printers and politicians, sailors and students, it quickly became the most famous alehouse in the city. What was it about the Bell that made it so popular?<br/><br/>Maybe it was Jimmy Wilson, the first owner. Everybody in Boston knew Jimmy. Not that they had much choice. You see, Jimmy was Boston’s town crier for fifty years. Good news or bad, Bostonians heard it all from Jimmy. He reported on everything from the Boston Tea Party to the birth of the nation. When he retired, he decided to open a tavern. He was proud of his former occupation and that’s why he called the place the Bell-in-Hand.<br/><br/>Maybe it was the ale. Not one for “hard stuff”, Jimmy refused to sell the whiskey, rum and gin so popular in other taverns of the day. No, only ale would be served at the Bell, but what an ale! So thick, it was served in two mugs, one for the ale and the second for the froth. It’s quite possible that the ale became better known than Jimmy.</div>",https://thebellinhand.com/
Hingham Square HM,1,,42.24074,-70.88343,Colonial,11-13 Water St,,Calvin Gardner,Gardner,"1,164,200",1800,2100,0.1,,https://www.zillow.com/homedetails/13-Water-St-13-Hingham-MA-02043/2093263710_zpid/
Hingham Center HM,1,,42.23463,-70.88092,Traditional,260 Main St,,Henry Cushing II,Cushing,"2,510,700",1859,3100,0.59,,https://www.zillow.com/homedetails/260-Main-St-Hingham-MA-02043/56640015_zpid/
North Scituate,1,,42.218430399999995,-70.78552669999999,,764 Country Way,,The New Upholstery Shop,Upholstery,,,,,"<div style=""Georgia,Time,serif""><strong style=""color:rebeccapurple;"">Who We Are.</strong><br/><br/><span style=""color:black;"">The New Upholstery Shop has been proudly serving Boston’s South Shore for over 30 years. Located in North Scituate, Massachusetts we offer a large range of services that include: furniture reupholstery, window treatments, custom pillows & bedding, slipcovers, and wallpaper. We serve both residential and commercial clients, as well as design trade professionals. We pride ourselves in offering high end, handmade, custom upholstery to match any interior design needs no matter how small or grandiose.</span><br/><br/><strong style=""color:rebeccapurple;"">Our Services.</strong><br/><br/><span style=""color:black;"">We value our customers and always aim to please. Each member of our team is dedicated to their craft and to your 100% satisfaction with the final results of our workmanship. We will work very closely with you to ensure that we meet your desired results and exceed your expectations.</span></div>",http://thenewupholsteryshop.com/
Hingham Square,1,,42.24283,-70.88773,,86 North Street,,Nailicious Studio,Nails,,,,,"💅 Nails are not about being noticed, they are about being remembered 💋 you love it, we nail it!<br/><br/>
<div><strong>Hours</strong></div><br/>
<div style=""white-space:pre"">
Sunday&#9;10:00 AM - 5:00 PM
Monday&#9;9:30 AM - 7:00 PM
Tuesday&#9;9:30 AM - 7:00 PM
Wednesday&#9;9:30 AM - 5:00 PM
Thursday&#9;9:30 AM - 7:00 PM
Friday&#9;&#9;9:30 AM - 7:00 PM
Saturday&#9;9:30 AM - 6:00 PM
</div>",https://www.facebook.com/p/Nailicious-studio-61557920020554/
Hull,1,,42.268,-70.8531,,169 Nantasket Ave,,Munchies and Milkshakes,,,,,,"<div style='text-align:left;'>We offer the most unique and fun milkshakes in the area. Come on down for an outrageous Monstah Milkshake. Don't have room for a Monstah? Try a milkshake, ice cream or a sundae!<br/><br/>Family owned and operated since 2020</div>",
Hingham Square,1,,42.24203,-70.89569,,222 North St #7,,Puopolo Candies,Candy,,,,,"Sadly, Puopolo's is closed for business at this location. However, the property is currently for rent and all inquiries are welcome! Send email to <a href='mailto:puopolocandies@hotmail.com'>puopolocandies@hotmail.com</a>",http://www.puopolocandies.com/
Hingham Shipyard,1,,42.2500869,-70.9232244,,6 Shipyard Dr,,Ulta Beauty,Beauty,,,,,"<strong>The Possibilities are Beautiful®</strong><br/><br/>
Our goals—Celebrating the role of beauty in our lives. Redefining how beauty is portrayed like in our Beauty & campaign. Supporting trailblazing causes. And driving more meaningful purpose for our brand, our company and our guests. Together, we will change what beauty means to the world.<br/><br/>
<strong>Vision</strong><br/>
To be the most loved beauty destination of our guests and the most admired retailer by our Ulta Beauty associates, communities, partners and investors.<br/><br/>
<strong>Mission</strong><br/>
Every day, we use the power of beauty to bring to life the possibilities that lie within each of us — inspiring every guest and enabling each associate to build a fulfilling career.<br/><br/>
<strong>Values</strong><br/>
We work toward our vision and mission with our values at the heart of everything we do.",https://www.ulta.com/stores/hingham-ma-1483
Hingham High St HM,1,,42.21838,-70.88547,Cape Cod,570 Main St,,Peter Hersey III,Hersey,"1,436,000",1834,2401,1.42,,https://www.zillow.com/homedetails/570-Main-St-Hingham-MA-02043/56641368_zpid/
Fearing Farm HM,1,,42.24521,-70.88603,Second Empire,11 Cottage St,,Stephen Newcomb,Newcomb,"2,484,900",1872,2700,0.25,,https://www.zillow.com/homedetails/11-Cottage-St-Hingham-MA-02043/56638350_zpid/
Crow Point,1,,42.2494845,-70.9043137,,185 Lincoln St 2nd Floor,,Anyi Massage & Spa,,,,,,"<strong>Relax… it’s time to unwind at Anyi Massage & Spa</strong><br/><br/>
Your health is our greatest hope. Anyi Massage & Spa opened out of respect and enthusiasm for the massage profession and helping our clients enjoy a healthy and happy life. Our staff are professional masseuses, trained in both Eastern and Western traditional and modern techniques.<br/><br/>
We're open by appointment only, but we accept same-day and even instant bookings since we live in the community and can quickly come to the spa to meet with you. Please call or text us at 781-741-0917 or book directly on this website.<br/><br/>
Anyi Massage & Spa's founder, Suet Kwan (Queenie) has been studying and practicing massage therapy for more than 15 years. Originally from Hong Kong, Queenie opened Anyi out of respect and enthusiasm for her client's health. She is continually seeking ways to improve the mental and physical health and comfort of her clients so they can enjoy a healthier and happier life.<br/><br/>
Clients paying with cash will receive $10 off their Service. <br/><br/>
From now until the end of June, we are running a special offer: book an appointment with us and receive a complimentary $10 gift card for your future visit to our spa!
",http://anyimassage.com/
Hingham Center HM,1,,42.23152,-70.89164,Cape Cod,158 Hersey St,,Reuben Hersey,Hersey,"820,800",1800,1459,0,"Born 10 Aug 1757 in Hingham, Plymouth, Massachusetts. Son of Isaiah Hersey and Margaret (Sprague) Hersey. Husband of Mary (French) Hersey. Father of Samuel F. Hersey. Died 28 Nov 1845.",https://www.zillow.com/homedetails/158-Hersey-St-Hingham-MA-02043/56639919_zpid/
Hingham High St HM,1,,42.22239,-70.88583,Cape Cod,508 Main St,,Bela Hobart,Hobart,"1,202,700",1800,2246,0.4,,https://www.zillow.com/homedetails/508-Main-St-Hingham-MA-02043/56641042_zpid/
Hingham Center,1,,42.23381,-70.87969,,13 Leavitt St,,Skin Therapy,Spa,,,,,"
<div style=""font-size=large;font-weight:800""><strong>Facials</strong></div>
Relax with a soothing facial. Whether you choose a customized European facial or an Intensive Treatment, you will leave feeling fresh and relaxed.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Treatments</strong></div>
Treat your eyes, rejuvenate and brighten with pure Vitamin C or relax with a body treatment.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Exfoliation</strong></div>
Refresh your skin by resurfacing with dermaplaning, light to deep Peels and microdermabrasion.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Waxing & Tinting</strong></div>
Please do not use retin products for a few days before waxing.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>LED Light Therapy</strong></div>
LED Light Therapy can be added to any service.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Microcurrent</strong></div>
Microcurrent aka ""the lunchtime face lift"" is  an effective, long lasting & completely painless, non-surgical face lifting treatment.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Procell Microchanneling</strong></div>
Microchanneling is safer than micro needling, just as effective with 90 minutes down-time! We use Procell MD Serum is used to revive your skin's vitality, as well as diminish wrinkles, dark marks and scaring.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Radio Frequency</strong></div>
Radio frequency with vacuum tightens your skin. Face, neck & body treatments available.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Jet Plasma</strong></div>
Jet Plasma is the hottest noninvasive anti-aging treatment in the industry. No pain. No down-time. Amazing results.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>SOTHYS  Premium Skin Care</strong></div>
SOTHYS' unique scientific philosophy based on effectiveness, safety, nature and pleasure; making the most of the latest cosmetic breakthroughs.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Ultrasonic Fat Reduction </strong></div>
Reduce cellulite and localized fat cells without destroying any tissue. Amazing body shaping procedure.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>EMS Mesotherapy</strong></div>
Electric muscle stimulation penetrates hyaluronic acid while gently contracting the muscle.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Advanced Facial Massage</strong></div>
Mix & Match or choose one massage technique. The choice is yours.<br/><br/>
<div style=""font-size=large;font-weight:800""><strong>Makeup Artistry</strong></div>
Special event make-up application and make-up lessons.<br/>
",http://www.skintherapyhingham.com/
